mole_name,nqubit,k,,,,,,,,,,,,,,,,,,,
H2O,14,1,Optimization,239.6137409,296.3312721,254.4157121,302.4699409,235.6998441,206.8996373,205.929419,316.614843,294.078245,317.68018,,,,,,,,
H2O,14,1,Other,164.3955381,171.7527728,153.5574689,164.7987897,233.63569,670.901541,,,,,,,,,,,,
H2,4,1,Optimization,0.01109004,0.009624004,0.014425993,0.005363941,0.011118889,0.008867979,0.00615406,0.006289959,0.014346123,0.005492926,0.007423878,0.007769823,0.011229992,0.005475998,0.01131916,0.004648924,0.001931906,0.00436306
H2,4,1,Other,0.589775085,0.712166786,0.833060026,0.570797205,0.632725,0.713844061,0.691431046,0.706199884,0.728149891,0.592577219,0.669327974,0.633108139,0.716912031,0.69840312,0.769361734,0.583595037,0.672037125,0.509052038
H2,4,2,Optimization,0.623423815,0.61205101,0.546601057,0.583473921,0.607402802,0.708621979,0.441283941,0.524144173,0.606018066,0.54706192,0.443511009,0.678982019,0.456063032,0.630095959,0.646033049,0.567241907,0.691381216,0.518135071
H2,4,2,Other,0.610916138,0.679586887,0.607578039,0.573178053,0.597220182,0.658899069,0.570783138,0.597991705,0.722929955,0.687336206,0.634274006,0.60472393,0.587450981,0.604331017,0.653785944,0.561097145,0.583901644,0.570584059
H2,4,3,Optimization,0.955693007,1.017946959,1.306706905,1.03027606,1.228109121,1.142778873,1.170738935,1.146973133,1.196252108,1.122780085,1.198323011,1.439749956,1.19964695,1.046568871,1.037075996,1.047307014,1.059293032,1.000478983
H2,4,3,Other,0.701497078,0.616994858,0.576323271,0.643122911,0.583372831,0.675901175,0.646503925,0.647973061,0.678292751,0.628149986,0.679740906,0.603900194,0.677270889,0.657551289,0.647883892,0.627998114,0.658354759,0.492341995
LiH,12,1,Optimization,70.19060206,73.48538113,71.33193302,71.6803019,71.47312284,69.77551508,47.12393808,54.69138718,55.21196008,56.3707571,52.56649399,52.80531693,52.26718593,52.20470309,51.88387585,67.07856798,51.82937407,
LiH,12,1,Other,58.24287701,58.9672718,59.78469801,59.56575799,56.85482121,57.40197396,57.91406202,57.97097564,56.81444311,58.18307781,55.00299311,55.65009689,55.42683411,53.87738204,53.12387013,54.00924587,49.7684741,
LiH,12,2,Optimization,2716.44432,2248.478497,2065.566107,2063.742773,2364.352503,2240.191853,1540.400598,1785.561916,1882.445708,2009.799563,2053.892449,2063.769081,2075.124507,2390.440991,2318.607643,2435.661766,2299.56779,
LiH,12,2,Other,52.88489198,52.453192,53.32262207,54.21615911,52.87858773,52.7146282,53.545959,54.4303229,53.7283089,53.2777563,52.8868117,53.4461487,53.2741022,53.5311837,53.4908721,53.2139289,53.6615378,
LiH,12,3,Optimization,13096.40741,12193.89393,7635.72853,11411.60907,13727.43222,10442.467,7115.077067,7538.593535,8747.951461,7451.831026,7143.740487,5895.76048,7941.607603,7100.794593,7693.380455,7423.49105,7355.613119,
LiH,12,3,Other,55.05933213,55.09746099,53.68300271,54.02643299,54.90507507,53.76381493,54.7824049,56.46778297,54.78959703,55.14230776,54.71475101,53.49693704,54.09985495,54.78014183,54.07404995,53.87146711,51.11741614,
LiH,12,4,Optimization,35067.30404,,,,,,,,,,,,,,,,,
LiH,12,2,Optimization,2186.710272,1884.644916,2415.972306,3303.493227,2333.212706,2696.696979,2545.823202,2872.621445,2850.612583,,,,,,,,,
H2,4,2,Optimization,0.372965813,0.572082996,0.226574898,0.652296066,0.711560011,0.58130908,0.375209093,0.411667824,0.221946955,0.344563007,0.244902849,0.437736034,0.20127511,0.557872057,0.205353975,0.482645035,0.169680119,0.282968044
H2,4,4,Optimization,4.288352013,4.616015911,3.808453083,3.661533117,3.80371213,3.27731204,3.972575188,4.232661009,3.162375927,3.915150881,5.935039997,2.953320026,3.06733799,3.479578018,3.322403908,2.69940114,3.644033909,4.069065094
H2,4,6,Optimization,3.601885796,6.293449879,7.344219208,7.277009964,5.060768843,5.903855085,6.633688211,3.862907887,4.591181993,6.644422054,5.842730045,6.874953032,6.781302929,7.248172045,6.799291849,6.635391951,5.616686106,8.103914976
